latitude,longitude,altitude_m,east_m,north_m,up_m,tri_angle_deg,miss_distance_m,uncertainty_m,elevation_cam1_deg,elevation_cam2_deg,azimuth_cam1_deg,azimuth_cam2_deg,pixel_x_cam1,pixel_y_cam1,pixel_x_cam2,pixel_y_cam2,confidence
48.73359743363952,2.233335629612994,3542.484291977249,-3206.2413290595928,8539.264763688627,3402.211276859639,64.48070173870313,3099.0115524439298,6199.646860600152,66.1510956287384,9.773948192596444,22.097191927365333,335.5314159116777,563.0376,386.29187,322.96295,96.59259,1.0
48.72916077824999,2.224952989007263,11456.345686969347,-3828.2893666487803,8055.989009577541,11316.367227236251,51.3764036698327,3109.926466303666,6221.764990272687,71.10940307378769,35.687493681907654,37.4707490508647,323.1081197265776,577.3779,426.7077,326.51852,264.8889,1.0
48.760003338463676,2.256694398798706,13843.12611712236,-1488.6044922779233,11495.183144189585,13698.856033490263,42.59963641321957,2807.5198893575207,5619.366100189811,69.7301307320595,34.69524800777435,28.624626132228098,343.47647807689145,567.2429,410.78085,422.51852,210.37036,1.0
48.583082422733796,2.3596200415014956,2655.842751131393,6105.850406700721,-8204.23846998384,2513.8969428849214,19.93321054255727,3676.656173097393,7356.308385380586,13.16128313541413,17.173336744308468,140.72152686593728,161.10606251930025,788.7407,850.37036,646.15845,903.98,1.0
48.58029422050872,2.360734077601791,3018.071875816211,6188.769694858088,-8514.8140044598,2875.6395088153554,19.730988294584577,4048.242456702107,8099.410182011657,14.596425890922545,18.289350271224976,141.05587828618775,161.4186256360984,781.62964,845.62964,641.99506,898.6881,1.0
48.99412070131545,2.373641876590118,16766.8443762213,7098.365171434117,37608.621731053776,16518.459228698564,17.621749049697627,2914.2956135021996,5896.562604162041,23.902001380920417,22.37532019615173,21.34869027924385,2.2901037317670956,648.8889,161.77777,527.3727,127.59796,1.0
48.75256084825651,2.249408296297055,8519.50732988026,-2024.0741513197065,10657.019400330608,8376.536592096256,50.175753469920025,3761.5213086752383,7525.083125493931,66.30172580480576,22.85700738430024,22.65441754287519,342.5770412009437,563.9277,387.58496,397.62964,147.55554,1.0
48.95742578450533,2.202100122091856,11459.27610017918,-5487.542785643852,33487.47925405529,11235.330461381409,15.12866343097497,929.6635373244286,2105.113704282286,21.56051337718964,15.838546156883247,359.56396915440115,344.79194348273194,509.03705,122.66666,401.3261,104.87869,1.0
49.09730746811345,2.2958929696677512,6365.923765701242,1388.6047785834392,49029.735746162296,6043.566486153817,12.38481142148471,1947.7248761975607,4198.570040252445,6.6769516468048105,7.214171290397646,8.555554718513209,356.1888376860634,582.5185,43.259247,480.69614,42.082123,1.0
48.47234669199866,2.4996528485694904,12500.658952240832,16503.066006064997,-20534.14339608985,12312.61548028041,12.935082991478042,3184.7796372419366,6443.561107103578,20.60325980186463,32.3554390668869,143.4225115128405,137.12726275862315,747.2593,829.03705,735.1169,752.33154,1.0
48.96198991045034,2.3632450679087422,14291.953196750954,6337.151849047509,34011.9380357544,14064.491434769856,19.628569989608405,2744.280670357233,5536.383523178327,22.700108885765072,21.0711282491684,22.47660722821225,1.4291813320537314,658.37036,158.22223,521.7802,119.993286,1.0
48.39428407007872,2.518547711384241,16228.862625702284,17940.789877338728,-29244.33997619679,16003.045915943392,10.315010197963714,2974.008902616983,6150.857980910056,20.79302608966828,31.18808805942536,148.917931454871,147.74977786150205,715.2593,849.1852,690.5349,794.9582,1.0
48.92384342008408,2.214689181760541,8192.683516221121,-4564.673840733352,29730.111119762867,7988.0327375667075,17.202757281945765,258.6387165754742,971.7613487646324,19.045293331146237,11.924092769622805,1.2618214202643205,345.0208897161635,520.8889,108.44446,397.19803,82.92752,1.0
48.71314921077669,2.216071153461911,1271.5206893580034,-4477.165575257851,6262.708227492363,1133.125309175486,7.439887715871606,2563.3139523680957,5161.914326454625,5.0933647155761745,8.336552381515506,331.01366753989555,324.44599327553766,277.9259,89.481476,241.86395,134.03732,1.0
48.75839343559311,2.255686386885647,14901.058523200452,-1563.1849375122308,11317.660070489332,14757.089478970798,42.06292042486643,1648.9970531221657,3305.653375349071,69.96499702334404,37.36108481884003,32.50014718427962,341.4216344481133,573.24,415.87302,416.5926,228.14813,1.0
48.76565004487257,2.276288124197723,18936.13463322632,-44.930687150894286,12133.962683036983,18790.864682573727,36.54551874871078,2570.5608889538257,5148.954940553741,70.92087864875793,43.4159517288208,37.692371613958684,347.7352256753467,578.3631,426.11255,455.7037,253.03705,1.0
48.74884713588605,2.2531987818330643,18819.08651821222,-1747.9121968814911,10259.927497935849,18676.861790884675,38.318169889567656,2121.9833705603146,4251.509076638005,71.16651803255081,47.36922204494476,40.890109089007744,334.37414280965663,582.136,431.00455,407.1111,293.3333,1.0
48.48195724388081,2.4564611102817118,11755.032907063141,13299.110639374634,-19469.52556203308,11577.77677385424,13.07685608666057,4787.381285881314,9612.740842322155,21.928056478500363,33.4083616733551,148.13403064382865,140.8574749511772,716.44446,840.8889,715.2274,761.6923,1.0
48.83554209643426,2.292486325745966,4327.567735564895,1145.188091789901,19884.00190208978,4162.709615398069,33.317987515831696,87.47226305113766,358.3174721782185,15.566232204437261,8.893153667449953,24.735938183004087,351.3511056238367,689.1852,127.40741,442.61392,55.83908,1.0
48.49052927153219,2.461568774210973,11090.384406857193,13673.676321610916,-18511.735895026763,10915.184461666488,13.428459675958523,4434.731401182742,8906.362579460676,21.211338043212887,32.67194509506226,146.23775156417966,138.20721128905052,729.48145,837.3334,729.3476,755.1516,1.0
